thermo                                                                          
   300.000  1500.000  5000.000                                                  
c15h32_2610       1010  c  15h  32    0    0g   300.000  5000.000 1399.000     1
 4.96546127e+01 6.87538974e-02-2.34640025e-05 3.63704725e-09-2.10766846e-13    2
-6.89909561e+04-2.30202031e+02-6.67887295e+00 2.06269780e-01-1.54276796e-04    3
 6.11848764e-08-1.00257286e-11-4.99510299e+04 7.03540666e+01                   4
c15h31_2610_a     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.90878002e+01 6.67945161e-02-2.28114271e-05 3.53757984e-09-2.05071037e-13    2
-4.38943990e+04-2.23721929e+02-6.53246851e+00 2.03668028e-01-1.54377918e-04    3
 6.20976776e-08-1.03099904e-11-2.51943614e+04 7.26579924e+01                   4
c15h31_2610_b     1010  c  15h  31    0    0g   300.000  5000.000 1397.000     1
 4.73216803e+01 6.83579241e-02-2.33656628e-05 3.62572085e-09-2.10271404e-13    2
-4.60447121e+04-2.13985205e+02-4.90200335e+00 1.89332729e-01-1.30956720e-04    3
 4.74583753e-08-7.11733368e-12-2.77442161e+04 6.69508298e+01                   4
c15h31_2610_c     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.83638507e+01 6.72390944e-02-2.29286274e-05 3.55222828e-09-2.05780210e-13    2
-4.52728422e+04-2.19981681e+02-5.69099931e+00 1.96364035e-01-1.42117676e-04    3
 5.41263381e-08-8.50544735e-12-2.67640987e+04 6.93468498e+01                   4
c15h31_2610_d     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.83638507e+01 6.72390944e-02-2.29286274e-05 3.55222828e-09-2.05780210e-13    2
-4.52728422e+04-2.19981681e+02-5.69099931e+00 1.96364035e-01-1.42117676e-04    3
 5.41263381e-08-8.50544735e-12-2.67640987e+04 6.93468498e+01                   4
c15h31_2610_e     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.83638507e+01 6.72390944e-02-2.29286274e-05 3.55222828e-09-2.05780210e-13    2
-4.52728422e+04-2.19981681e+02-5.69099931e+00 1.96364035e-01-1.42117676e-04    3
 5.41263381e-08-8.50544735e-12-2.67640987e+04 6.93468498e+01                   4
c15h31_2610_f     1010  c  15h  31    0    0g   300.000  5000.000 1397.000     1
 4.73216803e+01 6.83579241e-02-2.33656628e-05 3.62572085e-09-2.10271404e-13    2
-4.60447121e+04-2.13985205e+02-4.90200335e+00 1.89332729e-01-1.30956720e-04    3
 4.74583753e-08-7.11733368e-12-2.77442161e+04 6.69508298e+01                   4
c15h31_2610_g     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.90878002e+01 6.67945161e-02-2.28114271e-05 3.53757984e-09-2.05071037e-13    2
-4.38943990e+04-2.23721929e+02-6.53246851e+00 2.03668028e-01-1.54377918e-04    3
 6.20976776e-08-1.03099904e-11-2.51943614e+04 7.26579924e+01                   4
c15h31_2610_h     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.83638507e+01 6.72390944e-02-2.29286274e-05 3.55222828e-09-2.05780210e-13    2
-4.52728422e+04-2.19981681e+02-5.69099931e+00 1.96364035e-01-1.42117676e-04    3
 5.41263381e-08-8.50544735e-12-2.67640987e+04 6.93468498e+01                   4
c15h31_2610_i     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.83638507e+01 6.72390944e-02-2.29286274e-05 3.55222828e-09-2.05780210e-13    2
-4.52728422e+04-2.19981681e+02-5.69099931e+00 1.96364035e-01-1.42117676e-04    3
 5.41263381e-08-8.50544735e-12-2.67640987e+04 6.93468498e+01                   4
c15h31_2610_j     1010  c  15h  31    0    0g   300.000  5000.000 1399.000     1
 4.83638507e+01 6.72390944e-02-2.29286274e-05 3.55222828e-09-2.05780210e-13    2
-4.52728422e+04-2.19981681e+02-5.69099931e+00 1.96364035e-01-1.42117676e-04    3
 5.41263381e-08-8.50544735e-12-2.67640987e+04 6.93468498e+01                   4
c15h31_2610_k     1010  c  15h  31    0    0g   300.000  5000.000 1397.000     1
 4.73216803e+01 6.83579241e-02-2.33656628e-05 3.62572085e-09-2.10271404e-13    2
