c9h20_26              2   366.082     7.197     0.000     17.31     1.000 ! LJ parameters estimated by RMG: Tc= 574.891K Pc=  23.428bar Vc= 527.500cm3/mol Tb= 404.440K	(CsH3R, CsHR3, CsH2R2, CsH2R2, CsH2R2, CsHR3, CsH3R, CsH3R, CsH3R)
! the following intermediates are just roughly estimated
c9ooh_3_oo_6_26       2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ooh_3_oo_7_26       2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ooh_4_oo_1_26       2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ooh_4_oo_2_26       2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ooh_4_oo_3_26       2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_1_1_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_1_2_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_1_3_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_1_4_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_1_5_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_1_6_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_2_3_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_2_4_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_2_5_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_2_6_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_3_4_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9h18o_3_5_26         2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_1_1_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_1_2_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_1_3_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_1_4_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_1_5_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_1_6_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_3_1_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_3_2_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_3_4_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_3_5_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_3_6_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_3_7_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_4_1_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_4_2_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
c9ket_4_3_26          2   366.082     7.197     0.000     17.31     1.000 ! Same as c9h20_26
ic5h11cochch3         2   363.524     7.029     0.000     15.52     1.000 ! LJ parameters estimated by RMG: Tc= 615.202K Pc=  28.203bar Vc= 483.500cm3/mol Tb= 435.870K	(CsH3R, CsHR3, CsH2R2, CsH2R2, CsH3R, Ketone_Ccentered, CsH2R2, CsH3R, Ketone_Ocentered) 
ic4h9coc3h6s          2   363.524     7.029     0.000     15.52     1.000 ! LJ parameters estimated by RMG: Tc= 615.202K Pc=  28.203bar Vc= 483.500cm3/mol Tb= 435.870K	(CsHR3, CsH2R2, Ketone_Ccentered, CsH2R2, Ketone_Ocentered, CsH2R2, CsH3R, CsH3R, CsH3R)
ic3h7coc4h8s          2   363.524     7.029     0.000     15.52     1.000 ! LJ parameters estimated by RMG: Tc= 615.202K Pc=  28.203bar Vc= 483.500cm3/mol Tb= 435.870K	(CsHR3, Ketone_Ccentered, Ketone_Ocentered, CsH2R2, CsH2R2, CsH3R, CsH2R2, CsH3R, CsH3R)


