THERMO                                                                          
   300.000  1500.000  5000.000                                                  
-5.79565104E+04-1.56129768E+02-4.67520254E+00 1.48566402E-01-1.25443548E-04    3
 5.56770620E-08-9.98890744E-12-4.52532303E+04 5.49042331E+01                   4
c9h19oo_4_26      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.44437133E+01 4.07693027E-02-1.38703858E-05 2.14541017E-09-1.24139176E-13    2
-4.07053264E+04-1.49843231E+02-3.75870974E+00 1.41995849E-01-1.19328721E-04    3
 5.28234666E-08-9.46396101E-12-2.85895669E+04 5.11522560E+01                   4
c9ooh_1_26_b      0529  C   9H  19O   2    0G   300.000  5000.000 1399.000     1
 3.48370407E+01 4.04560396E-02-1.38616914E-05 2.15446747E-09-1.25090056E-13    2
-3.10340641E+04-1.48241481E+02-4.57029692E+00 1.43573616E-01-1.20069306E-04    3
 5.27453674E-08-9.39487751E-12-1.83909234E+04 5.95819880E+01                   4
c9ooh_1_26_c      0529  C   9H  19O   2    0G   300.000  5000.000 1397.000     1
 3.36343591E+01 4.16228234E-02-1.42989927E-05 2.22656652E-09-1.29450228E-13    2
-3.34839867E+04-1.41912903E+02-2.38091470E+00 1.26041096E-01-9.01433924E-05    3
 3.33441362E-08-5.04886505E-12-2.10139156E+04 5.13942706E+01                   4
c9ooh_1_26_d      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.50644513E+01 4.01256125E-02-1.37222885E-05 2.13045246E-09-1.23612822E-13    2
-3.28815825E+04-1.50167749E+02-2.72270481E+00 1.30805062E-01-9.69201194E-05    3
 3.68009158E-08-5.65101240E-12-2.00991160E+04 5.17502515E+01                   4
c9ooh_1_26_e      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.50644513E+01 4.01256125E-02-1.37222885E-05 2.13045246E-09-1.23612822E-13    2
-3.28815825E+04-1.50167749E+02-2.72270481E+00 1.30805062E-01-9.69201194E-05    3
 3.68009158E-08-5.65101240E-12-2.00991160E+04 5.17502515E+01                   4
c9ooh_1_26_f      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.50644513E+01 4.01256125E-02-1.37222885E-05 2.13045246E-09-1.23612822E-13    2
-3.28815825E+04-1.50167749E+02-2.72270481E+00 1.30805062E-01-9.69201194E-05    3
 3.68009158E-08-5.65101240E-12-2.00991160E+04 5.17502515E+01                   4
c9ooh_1_26_g      0529  C   9H  19O   2    0G   300.000  5000.000 1397.000     1
 3.36343591E+01 4.16228234E-02-1.42989927E-05 2.22656652E-09-1.29450228E-13    2
-3.34839867E+04-1.41912903E+02-2.38091470E+00 1.26041096E-01-9.01433924E-05    3
 3.33441362E-08-5.04886505E-12-2.10139156E+04 5.13942706E+01                   4
c9ooh_2_26_a      0529  C   9H  19O   2    0G   300.000  5000.000 1394.000     1
 3.48622171E+01 4.08114803E-02-1.40682363E-05 2.19549335E-09-1.27835715E-13    2
-3.43623026E+04-1.50109757E+02-1.34514970E+00 1.30022112E-01-1.00441710E-04    3
 4.11430740E-08-6.96352861E-12-2.21479066E+04 4.28767263E+01                   4
c9ooh_2_26_c      0529  C   9H  19O   2    0G   300.000  5000.000 1394.000     1
 3.45949587E+01 4.09663203E-02-1.41077964E-05 2.20039477E-09-1.28074924E-13    2
-3.59764840E+04-1.49125391E+02-2.71622695E-01 1.21325993E-01-8.48303872E-05    3
 3.05517056E-08-4.50407986E-12-2.37496945E+04 3.85313826E+01                   4
c9ooh_2_26_d      0529  C   9H  19O   2    0G   300.000  5000.000 1394.000     1
 3.45949587E+01 4.09663203E-02-1.41077964E-05 2.20039477E-09-1.28074924E-13    2
-3.59764840E+04-1.49125391E+02-2.71622695E-01 1.21325993E-01-8.48303872E-05    3
 3.05517056E-08-4.50407986E-12-2.37496945E+04 3.85313826E+01                   4
c9ooh_2_26_e      0529  C   9H  19O   2    0G   300.000  5000.000 1394.000     1
 3.45949587E+01 4.09663203E-02-1.41077964E-05 2.20039477E-09-1.28074924E-13    2
-3.59764840E+04-1.49125391E+02-2.71622695E-01 1.21325993E-01-8.48303872E-05    3
 3.05517056E-08-4.50407986E-12-2.37496945E+04 3.85313826E+01                   4
c9ooh_2_26_f      0529  C   9H  19O   2    0G   300.000  5000.000 1390.000     1
 3.34907642E+01 4.21289190E-02-1.45582739E-05 2.27583638E-09-1.32674261E-13    2
-3.67176132E+04-1.42755899E+02 4.03637968E-01 1.14938553E-01-7.49232677E-05    3
 2.47956394E-08-3.33823392E-12-2.47151392E+04 3.66395237E+01                   4
c9ooh_2_26_g      0529  C   9H  19O   2    0G   300.000  5000.000 1394.000     1
 3.48622171E+01 4.08114803E-02-1.40682363E-05 2.19549335E-09-1.27835715E-13    2
-3.43623026E+04-1.50109757E+02-1.34514970E+00 1.30022112E-01-1.00441710E-04    3
 4.11430740E-08-6.96352861E-12-2.21479066E+04 4.28767263E+01                   4
c9ooh_3_26_a      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.48725809E+01 4.00146249E-02-1.36179571E-05 2.10685587E-09-1.21929404E-13    2
-3.28235237E+04-1.49521283E+02-4.27415488E+00 1.44936377E-01-1.24102435E-04    3
 5.56689833E-08-1.00584526E-11-2.05378038E+04 5.60024599E+01                   4
c9ooh_3_26_b      0529  C   9H  19O   2    0G   300.000  5000.000 1401.000     1
 3.36928077E+01 4.11842845E-02-1.40611068E-05 2.18036673E-09-1.26391746E-13    2
-3.52843575E+04-1.43333111E+02-2.32555119E+00 1.28592995E-01-9.60163274E-05    3
 3.74393824E-08-5.97630128E-12-2.31277976E+04 4.89040039E+01                   4
c9ooh_3_26_d      0529  C   9H  19O   2    0G   300.000  5000.000 1405.000     1
 3.49162492E+01 3.99036537E-02-1.35676414E-05 2.09808890E-09-1.21392659E-13    2
-3.46046725E+04-1.50413716E+02-3.05777299E+00 1.35127353E-01-1.05911959E-04    3
 4.30895990E-08-7.10548207E-12-2.21518096E+04 5.10769528E+01                   4
c9ooh_3_26_e      0529  C   9H  19O   2    0G   300.000  5000.000 1405.000     1
 3.49162492E+01 3.99036537E-02-1.35676414E-05 2.09808890E-09-1.21392659E-13    2
-3.46046725E+04-1.50413716E+02-3.05777299E+00 1.35127353E-01-1.05911959E-04    3
 4.30895990E-08-7.10548207E-12-2.21518096E+04 5.10769528E+01                   4
c9ooh_3_26_f      0529  C   9H  19O   2    0G   300.000  5000.000 1401.000     1
 3.36928077E+01 4.11842845E-02-1.40611068E-05 2.18036673E-09-1.26391746E-13    2
-3.52843575E+04-1.43333111E+02-2.32555119E+00 1.28592995E-01-9.60163274E-05    3
 3.74393824E-08-5.97630128E-12-2.31277976E+04 4.89040039E+01                   4
c9ooh_3_26_g      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.48725809E+01 4.00146249E-02-1.36179571E-05 2.10685587E-09-1.21929404E-13    2
-3.28235237E+04-1.49521283E+02-4.27415488E+00 1.44936377E-01-1.24102435E-04    3
 5.56689833E-08-1.00584526E-11-2.05378038E+04 5.60024599E+01                   4
c9ooh_4_26_a      0529  C   9H  19O   2    0G   300.000  5000.000 1402.000     1
 3.48725809E+01 4.00146249E-02-1.36179571E-05 2.10685587E-09-1.21929404E-13    2
-3.28235237E+04-1.49521283E+02-4.27415488E+00 1.44936377E-01-1.24102435E-04    3
 5.56689833E-08-1.00584526E-11-2.05378038E+04 5.60024599E+01                   4
c9ooh_4_26_b      0529  C   9H  19O   2    0G   300.000  5000.000 1401.000     1
 3.36928077E+01 4.11842845E-02-1.40611068E-05 2.18036673E-09-1.26391746E-13    2
-3.52843575E+04-1.43333111E+02-2.32555119E+00 1.28592995E-01-9.60163274E-05    3
 3.74393824E-08-5.97630128E-12-2.31277976E+04 4.89040039E+01                   4
c9ooh_4_26_c      0529  C   9H  19O   2    0G   300.000  5000.000 1405.000     1
 3.49162492E+01 3.99036537E-02-1.35676414E-05 2.09808890E-09-1.21392659E-13    2
-3.46046725E+04-1.50413716E+02-3.05777299E+00 1.35127353E-01-1.05911959E-04    3
 4.30895990E-08-7.10548207E-12-2.21518096E+04 5.10769528E+01                   4
c9ooh_1_oo_1_26   0529  C   9H  19O   4    0G   300.000  5000.000 1402.000     1
 4.09944757E+01 3.99811414E-02-1.37203760E-05 2.13507482E-09-1.24078942E-13    2
-5.13181754E+04-1.77485203E+02-3.97878641E+00 1.58111665E-01-1.34796417E-04    3
 5.91260926E-08-1.04027655E-11-3.70572255E+04 5.93269943E+01                   4
c9ooh_1_oo_2_26   0529  C   9H  19O   4    0G   300.000  5000.000 1396.000     1
 4.06880665E+01 4.06853056E-02-1.40605115E-05 2.19821544E-09-1.28159477E-13    2
-5.45010733E+04-1.77427846E+02-1.53769796E+00 1.48487972E-01-1.22089102E-04    3
 5.23292201E-08-9.11291502E-12-4.07028377E+04 4.61852917E+01                   4
c9ooh_1_oo_3_26   0529  C   9H  19O   4    0G   300.000  5000.000 1404.000     1
 4.09264621E+01 3.96907710E-02-1.35420597E-05 2.09900981E-09-1.21643013E-13    2
-5.30716445E+04-1.78191144E+02-4.32746037E+00 1.62558127E-01-1.43855125E-04    3
 6.53872983E-08-1.18396585E-11-3.91107448E+04 5.86973747E+01                   4
c9ooh_1_oo_4_26   0529  C   9H  19O   4    0G   300.000  5000.000 1404.000     1
 4.09264621E+01 3.96907710E-02-1.35420597E-05 2.09900981E-09-1.21643013E-13    2
-5.30716445E+04-1.78191144E+02-4.32746037E+00 1.62558127E-01-1.43855125E-04    3
 6.53872983E-08-1.18396585E-11-3.91107448E+04 5.86973747E+01                   4
c9ooh_1_oo_5_26   0529  C   9H  19O   4    0G   300.000  5000.000 1404.000     1
 4.09264621E+01 3.96907710E-02-1.35420597E-05 2.09900981E-09-1.21643013E-13    2
-5.30716445E+04-1.78191144E+02-4.32746037E+00 1.62558127E-01-1.43855125E-04    3
 6.53872983E-08-1.18396585E-11-3.91107448E+04 5.86973747E+01                   4
c9ooh_1_oo_6_26   0529  C   9H  19O   4    0G   300.000  5000.000 1396.000     1
 4.06880665E+01 4.06853056E-02-1.40605115E-05 2.19821544E-09-1.28159477E-13    2
-5.45010733E+04-1.77427846E+02-1.53769796E+00 1.48487972E-01-1.22089102E-04    3
 5.23292201E-08-9.11291502E-12-4.07028377E+04 4.61852917E+01                   4
c9ooh_2_oo_1_26   0529  C   9H  19O   4    0G   300.000  5000.000 1396.000     1
 4.06880665E+01 4.06853056E-02-1.40605115E-05 2.19821544E-09-1.28159477E-13    2
-5.45010733E+04-1.77427846E+02-1.53769796E+00 1.48487972E-01-1.22089102E-04    3
 5.23292201E-08-9.11291502E-12-4.07028377E+04 4.61852917E+01                   4
c9ooh_2_oo_3_26   0529  C   9H  19O   4    0G   300.000  5000.000 1398.000     1
 4.14619796E+01 3.99377082E-02-1.37830812E-05 2.15290932E-09-1.25441573E-13    2
-5.67156315E+04-1.83270215E+02-1.36536598E+00 1.49983534E-01-1.24491273E-04    3
 5.35775211E-08-9.32858341E-12-4.28300169E+04 4.32130140E+01                   4
c9ooh_2_oo_4_26   0529  C   9H  19O   4    0G   300.000  5000.000 1398.000     1
 4.14619796E+01 3.99377082E-02-1.37830812E-05 2.15290932E-09-1.25441573E-13    2
-5.67156315E+04-1.83270215E+02-1.36536598E+00 1.49983534E-01-1.24491273E-04    3
 5.35775211E-08-9.32858341E-12-4.28300169E+04 4.32130140E+01                   4
c9ooh_2_oo_5_26   0529  C   9H  19O   4    0G   300.000  5000.000 1398.000     1
 4.14619796E+01 3.99377082E-02-1.37830812E-05 2.15290932E-09-1.25441573E-13    2
-5.67156315E+04-1.83270215E+02-1.36536598E+00 1.49983534E-01-1.24491273E-04    3
 5.35775211E-08-9.32858341E-12-4.28300169E+04 4.32130140E+01                   4
c9ooh_2_oo_6_26   0529  C   9H  19O   4    0G   300.000  5000.000 1390.000     1
 4.10287686E+01 4.08636790E-02-1.42270890E-05 2.23527876E-09-1.30768893E-13    2
-5.79680159E+04-1.81148239E+02 1.34990281E+00 1.37086156E-01-1.05675410E-04    3
 4.27262115E-08-7.12957106E-12-4.44300732E+04 3.08883739E+01                   4
c9ooh_2_oo_7_26   0529  C   9H  19O   4    0G   300.000  5000.000 1396.000     1
 4.06880665E+01 4.06853056E-02-1.40605115E-05 2.19821544E-09-1.28159477E-13    2
-5.45010733E+04-1.77427846E+02-1.53769796E+00 1.48487972E-01-1.22089102E-04    3
 5.23292201E-08-9.11291502E-12-4.07028377E+04 4.61852917E+01                   4
c9ooh_3_oo_1_26   0529  C   9H  19O   4    0G   300.000  5000.000 1404.000     1
 4.09264621E+01 3.96907710E-02-1.35420597E-05 2.09900981E-09-1.21643013E-13    2
-5.30716445E+04-1.78191144E+02-4.32746037E+00 1.62558127E-01-1.43855125E-04    3
 6.53872983E-08-1.18396585E-11-3.91107448E+04 5.86973747E+01                   4
c9ooh_3_oo_2_26   0529  C   9H  19O   4    0G   300.000  5000.000 1398.000     1
 4.14619796E+01 3.99377082E-02-1.37830812E-05 2.15290932E-09-1.25441573E-13    2
-5.67156315E+04-1.83270215E+02-1.36536598E+00 1.49983534E-01-1.24491273E-04    3
 5.35775211E-08-9.32858341E-12-4.28300169E+04 4.32130140E+01                   4
c9ooh_3_oo_4_26   0529  C   9H  19O   4    0G   300.000  5000.000 1407.000     1
 4.10548376E+01 3.91810624E-02-1.32778149E-05 2.04856850E-09-1.18334302E-13    2
-5.49072986E+04-1.80027589E+02-4.33508393E+00 1.65315249E-01-1.49881024E-04    3
 6.95078938E-08-1.27625657E-11-4.12136694E+04 5.65113615E+01                   4
c9ooh_3_oo_5_26   0529  C   9H  19O   4    0G   300.000  5000.000 1407.000     1
 4.10548376E+01 3.91810624E-02-1.32778149E-05 2.04856850E-09-1.18334302E-13    2
-5.49072986E+04-1.80027589E+02-4.33508393E+00 1.65315249E-01-1.49881024E-04    3
 6.95078938E-08-1.27625657E-11-4.12136694E+04 5.65113615E+01                   4
c9ooh_3_oo_6_26   0529  C   9H  19O   4    0G   300.000  5000.000 1398.000     1
 4.14619796E+01 3.99377082E-02-1.37830812E-05 2.15290932E-09-1.25441573E-13    2
-5.67156315E+04-1.83270215E+02-1.36536598E+00 1.49983534E-01-1.24491273E-04    3
 5.35775211E-08-9.32858341E-12-4.28300169E+04 4.32130140E+01                   4
c9ooh_3_oo_7_26   0529  C   9H  19O   4    0G   300.000  5000.000 1404.000     1
 4.09264621E+01 3.96907710E-02-1.35420597E-05 2.09900981E-09-1.21643013E-13    2
-5.30716445E+04-1.78191144E+02-4.32746037E+00 1.62558127E-01-1.43855125E-04    3
 6.53872983E-08-1.18396585E-11-3.91107448E+04 5.86973747E+01                   4
c9ooh_4_oo_1_26   0529  C   9H  19O   4    0G   300.000  5000.000 1404.000     1
 4.09264621E+01 3.96907710E-02-1.35420597E-05 2.09900981E-09-1.21643013E-13    2
-5.30716445E+04-1.78191144E+02-4.32746037E+00 1.62558127E-01-1.43855125E-04    3
 6.53872983E-08-1.18396585E-11-3.91107448E+04 5.86973747E+01                   4
c9ooh_4_oo_2_26   0529  C   9H  19O   4    0G   300.000  5000.000 1398.000     1
 4.14619796E+01 3.99377082E-02-1.37830812E-05 2.15290932E-09-1.25441573E-13    2
-5.67156315E+04-1.83270215E+02-1.36536598E+00 1.49983534E-01-1.24491273E-04    3
 5.35775211E-08-9.32858341E-12-4.28300169E+04 4.32130140E+01                   4
c9ooh_4_oo_3_26   0529  C   9H  19O   4    0G   300.000  5000.000 1407.000     1
 4.10548376E+01 3.91810624E-02-1.32778149E-05 2.04856850E-09-1.18334302E-13    2
-5.49072986E+04-1.80027589E+02-4.33508393E+00 1.65315249E-01-1.49881024E-04    3
 6.95078938E-08-1.27625657E-11-4.12136694E+04 5.65113615E+01                   4
c9h18o_1_1_26     0529  C   9H  18O   1    0G   300.000  5000.000 1393.000     1
 3.34005980E+01 3.74297442E-02-1.40280718E-05 2.41625254E-09-1.51630016E-13    2
-5.53455135E+04-1.66037484E+02-8.15857739E+00 1.45642397E-01-1.23839544E-04    3
 5.36337600E-08-9.32499590E-12-4.20921270E+04 5.31073406E+01                   4
c9h18o_1_2_26     0529  C   9H  18O   1    0G   300.000  5000.000 1400.000     1
 3.38332037E+01 3.54731079E-02-1.17402572E-05 1.78465313E-09-1.02090948E-13    2
-5.84648169E+04-1.69275292E+02-5.87749198E+00 1.36444671E-01-1.10148105E-04    3
 4.53031583E-08-7.43893030E-12-4.57149125E+04 4.07188996E+01                   4
c9h18o_1_3_26     0529  C   9H  18O   1    0G   300.000  5000.000 1394.000     1
 3.33087717E+01 3.77859644E-02-1.45423045E-05 2.56090984E-09-1.63037375E-13    2
-5.71881057E+04-1.66906038E+02-7.56769510E+00 1.45231607E-01-1.24502700E-04    3
 5.41938814E-08-9.45561695E-12-4.42734098E+04 4.82473294E+01                   4
c9h18o_1_4_26     0529  C   9H  18O   1    0G   300.000  5000.000 1394.000     1
 3.28833857E+01 3.85634317E-02-1.50233840E-05 2.67556798E-09-1.71678684E-13    2
-5.70146780E+04-1.64537671E+02-7.54474901E+00 1.45119556E-01-1.24330672E-04    3
 5.40936715E-08-9.43668214E-12-4.42766016E+04 4.81432015E+01                   4
c9h18o_1_5_26     0529  C   9H  18O   1    0G   300.000  5000.000 1394.000     1
 3.24390189E+01 3.93783468E-02-1.55283103E-05 2.79571705E-09-1.80732359E-13    2
-5.68342914E+04-1.62065426E+02-7.51615883E+00 1.44979644E-01-1.24114519E-04    3
 5.39661951E-08-9.41206097E-12-4.42805765E+04 4.80134914E+01                   4
c9h18o_1_6_26     0529  C   9H  18O   1    0G   300.000  5000.000 1395.000     1
 3.18663925E+01 4.02494302E-02-1.57873285E-05 2.84064395E-09-1.83859227E-13    2
-5.47229158E+04-1.57503070E+02-8.07858565E+00 1.45257788E-01-1.23257805E-04    3
 5.32991294E-08-9.26247731E-12-4.21033897E+04 5.27432276E+01                   4
c9h18o_2_3_26     0529  C   9H  18O   1    0G   300.000  5000.000 1403.000     1
 3.53157257E+01 3.45812973E-02-1.15136120E-05 1.75769991E-09-1.00862423E-13    2
-6.11717548E+04-1.79685699E+02-5.03774164E+00 1.33364044E-01-1.02800503E-04    3
 3.95016454E-08-5.98151958E-12-4.79106819E+04 3.49339633E+01                   4
c9h18o_2_4_26     0529  C   9H  18O   1    0G   300.000  5000.000 1396.000     1
 3.57102585E+01 3.50958615E-02-1.17843963E-05 1.80963723E-09-1.04276699E-13    2
-6.15785650E+04-1.82586669E+02-3.97843391E+00 1.27097116E-01-9.05817787E-05    3
 3.11998145E-08-4.09089737E-12-4.80404072E+04 3.02934654E+01                   4
c9h18o_2_5_26     0529  C   9H  18O   1    0G   300.000  5000.000 1679.000     1
 3.22135887E+01 4.11593755E-02-1.46026272E-05 2.33651071E-09-1.38785811E-13    2
-5.98038965E+04-1.62726082E+02-3.64616154E+00 1.24005758E-01-8.29723064E-05    3
 2.62599777E-08-3.12556581E-12-4.80599958E+04 2.90255178E+01                   4
c9h18o_2_6_26     0529  C   9H  18O   1    0G   300.000  5000.000 1394.000     1
 3.35144393E+01 3.71344267E-02-1.23395886E-05 1.88097787E-09-1.07813083E-13    2
-6.17843676E+04-1.69652906E+02-3.38789717E+00 1.24915437E-01-9.10362470E-05    3
 3.34297895E-08-4.87451984E-12-4.93374449E+04 2.76266341E+01                   4
c9h18o_3_4_26     0529  C   9H  18O   1    0G   300.000  5000.000 1394.000     1
 3.35078115E+01 3.75990157E-02-1.47096883E-05 2.61918781E-09-1.67769710E-13    2
-5.91472949E+04-1.69388596E+02-6.98737979E+00 1.44872642E-01-1.25244353E-04    3
 5.47987037E-08-9.59441822E-12-4.64532365E+04 4.34351827E+01                   4
c9h18o_3_5_26     0529  C   9H  18O   1    0G   300.000  5000.000 1394.000     1
 3.30274877E+01 3.84734337E-02-1.52469109E-05 2.74573106E-09-1.77239181E-13    2
-5.89509299E+04-1.66712907E+02-6.95883172E+00 1.44731499E-01-1.25024735E-04    3
 5.46689478E-08-9.56947397E-12-4.64571704E+04 4.33059447E+01                   4
c9ket_1_1_26      0529  C   9H  18O   3    0G   300.000  5000.000 1400.000     1
 3.66770576E+01 3.90292706E-02-1.34043483E-05 2.08708180E-09-1.21340195E-13    2
-6.65053255E+04-1.58105105E+02-1.43855695E+00 1.30955169E-01-9.84774210E-05    3
 3.79822865E-08-5.93500271E-12-5.36376422E+04 4.54397257E+01                   4
c9ket_1_2_26      0529  C   9H  18O   3    0G   300.000  5000.000 1393.000     1
 3.82347280E+01 3.84425145E-02-1.33668567E-05 2.09856635E-09-1.22715510E-13    2
-6.87845996E+04-1.69726064E+02-1.33037390E+00 1.31229540E-01-9.64329355E-05    3
 3.59092203E-08-5.40607249E-12-5.51356636E+04 4.25441330E+01                   4
c9ket_1_3_26      0529  C   9H  18O   3    0G   300.000  5000.000 1403.000     1
